[OUTPUT]0.678175,0.339051,0.856835,-0.804427,0.887768,-0.422033,0.301859,0.425874,0.251634,-0.077383,0.273105,0.780718,0.898884,0.644176,0.635907,-0.116260
[OUTPUT]-0.073554,-0.599148,0.488816,0.894666,-0.371995,-0.840192,-0.591994,0.157122,0.450549,-0.899667,-0.879198,-0.037612,-0.570074,-0.938749,-0.872622,-0.755112
[OUTPUT]0.735760,0.526643,-0.826290,0.688215,-0.750647,-0.049823,-0.794992,-0.442351,-0.988222,-0.444103,0.551925,0.651644,-0.316369,0.663358,-0.143058,-0.917498
[OUTPUT]0.689027,0.886214,-0.459371,-0.131004,0.367658,0.261314,-0.126670,-0.410393,0.575357,-0.541183,0.796069,-0.162909,-0.122641,0.872275,-0.579420,-0.597069
[OUTPUT]-0.021703,0.697649,-0.112268,-0.862253,0.783593,0.186018,0.409477,0.440772,-0.695785,-0.661023,0.386730,-0.150323,0.099550,0.895029,0.708054,-0.309297
[OUTPUT]0.013368,0.096001,0.208499,0.295918,0.404775,0.508645,0.595751,0.693290,0.800268,0.905767,1.004720,1.100968,1.207048,1.291267,1.406829,1.502868
[OUTPUT]0.008271,0.099655,0.201903,0.295004,0.403823,0.505680,0.604523,0.697006,0.797464,0.902606,0.996925,1.096178,1.203128,1.299842,1.402478,1.495694
[OUTPUT]0.009880,0.096357,0.208503,0.298829,0.404107,0.506748,0.596090,0.693659,0.799808,0.906399,1.003958,1.103222,1.208034,1.290198,1.407635,1.503625
[OUTPUT]0.007112,0.100582,0.201836,0.295874,0.404429,0.504796,0.603869,0.697727,0.797774,0.902569,0.997988,1.096616,1.202939,1.300377,1.401938,1.495577
[OUTPUT]0.018231,0.096045,0.210443,0.293827,0.407902,0.512431,0.600684,0.690660,0.797206,0.908996,1.000811,1.099358,1.211245,1.290055,1.410132,1.499239
[OUTPUT]-0.916672,0.438292,-0.612921,0.773869,-0.044561,0.880783,-0.820628,0.501351,0.857058,0.390680,0.655897,0.001165,0.300884,-0.159834,-0.069333,-0.652656
[OUTPUT]0.921060,0.425797,0.403636,0.030715,-0.885772,-0.247275,0.735561,0.105465,-0.802356,-0.496256,-0.920733,-0.581521,0.935191,0.317238,0.003002,-0.922981
[OUTPUT]-0.596557,0.096502,0.600840,-0.364769,-0.010851,0.764069,0.075744,0.175715,-0.817197,0.965158,-0.341870,0.985347,-0.125509,0.458910,0.438157,0.970536
[OUTPUT]0.994819,-0.818499,0.049575,-0.753013,-0.554774,0.758126,0.555138,-0.623342,-0.260226,0.016303,-0.922661,-0.375798,0.148783,-0.468939,0.462359,0.122049
[OUTPUT]-0.879334,-0.640228,0.839249,0.023482,-0.540938,0.802633,-0.606537,0.688808,-0.628394,0.101479,0.482763,-0.133030,-0.880715,-0.654144,-0.773193,0.616438
[OUTPUT]0.984839,0.233648,-0.035815,-0.879602,0.575782,0.449158,-0.431495,0.141676,0.342281,-0.265620,0.794551,-0.766425,-0.516771,0.675741,-0.568578,-0.359764
[OUTPUT]-0.012668,-0.328971,0.638960,0.130128,0.632684,-0.388295,-0.329996,-0.508324,-0.157753,0.062902,0.252816,0.799837,0.746093,0.144250,-0.239287,0.719180
[OUTPUT]-0.657794,0.818851,0.427002,0.589747,0.700408,-0.582855,-0.053653,0.514332,-0.122070,-0.887247,0.172844,-0.948525,-0.669793,0.020163,0.177864,-0.550155
[OUTPUT]0.994452,-0.366719,0.855882,-0.117890,0.413342,0.679217,-0.393548,-0.638218,-0.019355,0.644089,0.398383,0.324357,0.808661,-0.986542,0.768558,0.364971
[OUTPUT]0.964548,0.007197,0.384946,-0.415350,0.618330,0.751295,0.977606,-0.521950,-0.606579,0.639509,-0.775349,-0.319479,0.831076,-0.240864,0.654817,-0.718152
[OUTPUT]0.103926,-0.996023,0.243298,-0.007219,-0.461952,-0.227753,0.517099,-0.768876,0.619788,-0.717524,-0.646730,-0.403424,-0.755709,-0.912842,0.062405,0.920623
[OUTPUT]0.532214,0.234569,0.184321,-0.704645,0.023340,0.786531,0.567961,-0.282830,-0.368144,-0.901147,0.473634,-0.263915,-0.433691,-0.688961,-0.815372,-0.945467
[OUTPUT]0.765234,-0.201392,-0.000533,0.774873,0.458159,-0.795103,-0.000813,0.686313,-0.377074,-0.529460,-0.005927,0.242799,0.916452,-0.507848,-0.367214,0.943209
[OUTPUT]0.722277,-0.005455,-0.291513,-0.775073,0.117238,0.593836,-0.010768,0.707408,-0.511233,-0.781110,0.009952,-0.973220,0.558455,0.110520,-0.569440,-0.599438
[OUTPUT]0.161624,-0.387043,-0.248548,0.306342,-0.958972,-0.282676,0.322154,-0.149104,0.982688,0.850894,0.635758,-0.576914,0.093768,-0.782197,-0.466389,-0.831633
[OUTPUT]0.678175,0.339051,0.856835,-0.804427,0.887768,-0.422033,0.301859,0.425874,0.251634,-0.077383,0.273105,0.780718,0.898884,0.644176,0.635907,-0.116260
[OUTPUT]-0.073554,-0.599148,0.488816,0.894666,-0.371995,-0.840192,-0.591994,0.157122,0.450549,-0.899667,-0.879198,-0.037612,-0.570074,-0.938749,-0.872622,-0.755112
[OUTPUT]0.735760,0.526643,-0.826290,0.688215,-0.750647,-0.049823,-0.794992,-0.442351,-0.988222,-0.444103,0.551925,0.651644,-0.316369,0.663358,-0.143058,-0.917498
[OUTPUT]0.689027,0.886214,-0.459371,-0.131004,0.367658,0.261314,-0.126670,-0.410393,0.575357,-0.541183,0.796069,-0.162909,-0.122641,0.872275,-0.579420,-0.597069
[OUTPUT]-0.021703,0.697649,-0.112268,-0.862253,0.783593,0.186018,0.409477,0.440772,-0.695785,-0.661023,0.386730,-0.150323,0.099550,0.895029,0.708054,-0.309297
